"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id","comprehension_loop1_attempts","info_comprehension_attempts","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","correct_response","response_label","correct","selected","rt_valid","key_press","foil","question_order"
"pavlovia","0","4553","0.0-0.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveDrogek","ex4m77dsdz","0","0","","","","","","","","","","","","","","","","",""
"preload","1","5207","0.0-1.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveDrogek","ex4m77dsdz","0","0","true","false","[]","[]","[]","","","","","","","","","","","",""
"html-keyboard-response","2","7542","0.0-2.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveDrogek","ex4m77dsdz","0","0","","","","","","2333","Welcome! Please press any key to begin."," ","","","","","","","","",""
"html-keyboard-response","3","17044","0.0-3.0-0.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveDrogek","ex4m77dsdz","0","0","","","","","","9501","
  <img src=""img/landscape.jpg"" style=""max-width:400px; display:block; margin:0 auto 20px;"">
  <p style=""font-size:22px;"">You are about to learn a language, traditionally spoken by the Tany people, called Taneg.</p>  
    <p style=""font-size:22px;"">By now, speakers of Taneg are in the minority. About 20% of the population speaks it regularly, including some children, but everyone also speaks English.</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","4","56515","0.0-3.0-1.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveDrogek","ex4m77dsdz","0","0","","","","","","38461","
    <p style=""font-size:22px;"">This is an important moment.</p> 
    <p style=""font-size:22px;"">A related language, Drogek, is now barely spoken at all! Now almost everyone in the Drogy community speaks only English, with only a few enthusiasts keeping Drogek alive.</p> 
    <p style=""font-size:22px;"">The Tany people want to avoid this future for Taneg. Recording it for future generations is not enough; they think the only way to keep it alive is for people to learn and use the language.</p>
      <img src=""img/DrogekTrend.png"" style=""max-width:600px; display:block; margin:0 auto 20px;"">
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","5","64964","0.0-3.0-2.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveDrogek","ex4m77dsdz","0","0","","","","","","7447","
    <p style=""font-size:22px;"">Today you’ll learn just a small part of the language.</p> 
    <p style=""font-size:22px;"">You know that Taneg is quite different from English, so you’ll need to pay careful attention to how it works.</p>
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","6","76107","0.0-3.0-3.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveDrogek","ex4m77dsdz","0","0","","","","","","10131","
    <p style=""font-size:22px;"">Do your best to learn Taneg! If people don’t learn it, its future could be like Drogek’s…</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","7","90295","0.0-3.0-4.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveDrogek","ex4m77dsdz","0","0","","","","","","13179","
    <p style=""font-size:22px;"">While you're learning Taneg, please remain focused on this app, and please do not switch to other tabs!</p>
    <p style=""font-size:22px;"">But please do <strong>not</strong> make notes! We want to see how well you do just by engaging with the app!</p>
    <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-button-response","8","114235","0.0-3.0-5.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveDrogek","ex4m77dsdz","0","0","","","","","","22927","
  <p style=""font-size:22px;"">Let's see if you were paying attention!</p>
  <p style=""font-size:20px;"">Which of the following are you allowed to do while learning Taneg?</p>
","2","comprehension_check","Engage with the app without making notes","Engage with the app without making notes","true","","","","",""
"html-keyboard-response","9","117062","0.0-4.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveDrogek","ex4m77dsdz","0","0","","","","","","2826","
    <p style=""font-size:20px;"">Good! You should not take notes, switch tabs, or use a dictionary!</p> 
    <p style=""font-size:20px;""><i>Press any key to continue.</i></p>

    "," ","","","","","","","","",""
