"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id","comprehension_loop1_attempts","info_comprehension_attempts","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","correct_response","response_label","correct","selected","rt_valid","key_press","foil","question_order"
"pavlovia","0","1459","0.0-0.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","","","","","","","","","","","",""
"preload","1","3960","0.0-1.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","true","false","[]","[]","[]","","","","","","","","","","","",""
"html-keyboard-response","2","6199","0.0-2.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","2239","Welcome! Please press any key to begin."," ","","","","","","","","",""
"html-keyboard-response","3","33336","0.0-3.0-0.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","27136","
    <img src=""img/landscape.jpg"" style=""max-width:400px; display:block; margin:0 auto 20px;"">
    <p style=""font-size:22px;"">You belong to a community, known as the Tany, who traditionally speak the Taneg language.</p> 
    <p style=""font-size:22px;"">By now, speakers of Taneg are in the minority. About 20% of the population speaks it regularly, including some children, but everyone also speaks English.</p> 
    <p style=""font-size:22px;"">You did not grow up speaking it, but your grandparents did, and your parents spoke some, and you have decided to become a speaker!</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","4","56183","0.0-3.0-1.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","21839","
    <p style=""font-size:22px;"">You think this is an important moment.</p> 
    <p style=""font-size:22px;"">A related language, Drogek, is now barely spoken at all! Now almost everyone in the Drogy community speaks only English, with only a few enthusiasts keeping Drogek alive.</p> 
    <p style=""font-size:22px;"">You, like many Tany people, want to avoid this future for Taneg. Recording it for future generations is not enough; you think the only way to keep it alive is for people like you to learn and use the language.</p>
    <img src=""img/DrogekTrend.png"" style=""max-width:600px; display:block; margin:0 auto 20px;"">
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","5","63639","0.0-3.0-2.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","6441","
    <p style=""font-size:22px;"">Today you’ll learn just a small part of the language.</p> 
    <p style=""font-size:22px;"">You know that Taneg is quite different from English, so you’ll need to pay careful attention to how it works.</p>
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","6","69415","0.0-3.0-3.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","4762","
    <p style=""font-size:22px;"">Be part of a bright future for Taneg! You don’t want its future to be like Drogek’s…</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","7","80031","0.0-3.0-4.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","9610","
    <p style=""font-size:22px;"">While you're learning Taneg, please remain focused on this app, and please do not switch to other tabs!</p>
    <p style=""font-size:22px;"">But please do <strong>not</strong> make notes! We want to see how well you do just by engaging with the app!</p>
    <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-button-response","8","96271","0.0-3.0-5.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","15237","
  <p style=""font-size:22px;"">Let's see if you were paying attention!</p>
  <p style=""font-size:20px;"">Which of the following are you allowed to do while learning Taneg?</p>
","2","comprehension_check","Engage with the app without making notes","Engage with the app without making notes","true","","","","",""
"html-keyboard-response","9","98335","0.0-4.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","2063","
    <p style=""font-size:20px;"">Good! You should not take notes, switch tabs, or use a dictionary!</p> 
    <p style=""font-size:20px;""><i>Press any key to continue.</i></p>

    "," ","","","","","","","","",""
"html-button-response","10","130499","0.0-5.0-1.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","31154","
        <p style=""font-size:22px;"">Select <strong>all</strong> statements that are true:</p>
        
        <div>
          <input type=""checkbox"" id=""opt0"" value=""Members of your family speak Taneg"">
          <label for=""opt0"" style=""font-size:20px;"">Members of your family speak Taneg</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt1"" value=""Barely any Tany people speak Taneg now"">
          <label for=""opt1"" style=""font-size:20px;"">Barely any Tany people speak Taneg now</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt2"" value=""Less than half the Tany population speaks Taneg regularly"">
          <label for=""opt2"" style=""font-size:20px;"">Less than half the Tany population speaks Taneg regularly</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt3"" value=""Everyone in the community also speaks English"">
          <label for=""opt3"" style=""font-size:20px;"">Everyone in the community also speaks English</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt4"" value=""You grew up speaking Taneg"">
          <label for=""opt4"" style=""font-size:20px;"">You grew up speaking Taneg</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt5"" value=""Taneg is quite similar to English"">
          <label for=""opt5"" style=""font-size:20px;"">Taneg is quite similar to English</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt6"" value=""Drogek is at risk of dying out"">
          <label for=""opt6"" style=""font-size:20px;"">Drogek is at risk of dying out</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt7"" value=""The best way to keep minority languages alive is by recording them for future generations"">
          <label for=""opt7"" style=""font-size:20px;"">The best way to keep minority languages alive is by recording them for future generations</label>
        </div>
      
        <br>
      ","0","info_comprehension","","","false","[""Members of your family speak Taneg"",""Barely any Tany people speak Taneg now"",""Less than half the Tany population speaks Taneg regularly"",""Everyone in the community also speaks English"",""Drogek is at risk of dying out""]","","","",""
"html-keyboard-response","11","135974","0.0-5.1-0.1-0.1","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","2980","
    <img src=""img/landscape.jpg"" style=""max-width:400px; display:block; margin:0 auto 20px;"">
    <p style=""font-size:22px;"">You belong to a community, known as the Tany, who traditionally speak the Taneg language.</p> 
    <p style=""font-size:22px;"">By now, speakers of Taneg are in the minority. About 20% of the population speaks it regularly, including some children, but everyone also speaks English.</p> 
    <p style=""font-size:22px;"">You did not grow up speaking it, but your grandparents did, and your parents spoke some, and you have decided to become a speaker!</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","12","137566","0.0-5.1-0.1-1.1","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","589","
    <p style=""font-size:22px;"">You think this is an important moment.</p> 
    <p style=""font-size:22px;"">A related language, Drogek, is now barely spoken at all! Now almost everyone in the Drogy community speaks only English, with only a few enthusiasts keeping Drogek alive.</p> 
    <p style=""font-size:22px;"">You, like many Tany people, want to avoid this future for Taneg. Recording it for future generations is not enough; you think the only way to keep it alive is for people like you to learn and use the language.</p>
    <img src=""img/DrogekTrend.png"" style=""max-width:600px; display:block; margin:0 auto 20px;"">
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","13","139046","0.0-5.1-0.1-2.1","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","476","
    <p style=""font-size:22px;"">Today you’ll learn just a small part of the language.</p> 
    <p style=""font-size:22px;"">You know that Taneg is quite different from English, so you’ll need to pay careful attention to how it works.</p>
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","14","140943","0.0-5.1-0.1-3.1","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","896","
    <p style=""font-size:22px;"">Be part of a bright future for Taneg! You don’t want its future to be like Drogek’s…</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-button-response","15","163988","0.0-5.1-1.1","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","22041","
        <p style=""font-size:22px;"">Select <strong>all</strong> statements that are true:</p>
        
        <div>
          <input type=""checkbox"" id=""opt0"" value=""Members of your family speak Taneg"">
          <label for=""opt0"" style=""font-size:20px;"">Members of your family speak Taneg</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt1"" value=""Barely any Tany people speak Taneg now"">
          <label for=""opt1"" style=""font-size:20px;"">Barely any Tany people speak Taneg now</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt2"" value=""Less than half the Tany population speaks Taneg regularly"">
          <label for=""opt2"" style=""font-size:20px;"">Less than half the Tany population speaks Taneg regularly</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt3"" value=""Everyone in the community also speaks English"">
          <label for=""opt3"" style=""font-size:20px;"">Everyone in the community also speaks English</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt4"" value=""You grew up speaking Taneg"">
          <label for=""opt4"" style=""font-size:20px;"">You grew up speaking Taneg</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt5"" value=""Taneg is quite similar to English"">
          <label for=""opt5"" style=""font-size:20px;"">Taneg is quite similar to English</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt6"" value=""Drogek is at risk of dying out"">
          <label for=""opt6"" style=""font-size:20px;"">Drogek is at risk of dying out</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt7"" value=""The best way to keep minority languages alive is by recording them for future generations"">
          <label for=""opt7"" style=""font-size:20px;"">The best way to keep minority languages alive is by recording them for future generations</label>
        </div>
      
        <br>
      ","0","info_comprehension","","","false","[""Members of your family speak Taneg"",""Less than half the Tany population speaks Taneg regularly"",""Everyone in the community also speaks English"",""Drogek is at risk of dying out"",""The best way to keep minority languages alive is by recording them for future generations""]","","","",""
"html-keyboard-response","16","169183","0.0-5.2-0.2-0.2","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","786","
    <img src=""img/landscape.jpg"" style=""max-width:400px; display:block; margin:0 auto 20px;"">
    <p style=""font-size:22px;"">You belong to a community, known as the Tany, who traditionally speak the Taneg language.</p> 
    <p style=""font-size:22px;"">By now, speakers of Taneg are in the minority. About 20% of the population speaks it regularly, including some children, but everyone also speaks English.</p> 
    <p style=""font-size:22px;"">You did not grow up speaking it, but your grandparents did, and your parents spoke some, and you have decided to become a speaker!</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","17","170966","0.0-5.2-0.2-1.2","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","770","
    <p style=""font-size:22px;"">You think this is an important moment.</p> 
    <p style=""font-size:22px;"">A related language, Drogek, is now barely spoken at all! Now almost everyone in the Drogy community speaks only English, with only a few enthusiasts keeping Drogek alive.</p> 
    <p style=""font-size:22px;"">You, like many Tany people, want to avoid this future for Taneg. Recording it for future generations is not enough; you think the only way to keep it alive is for people like you to learn and use the language.</p>
    <img src=""img/DrogekTrend.png"" style=""max-width:600px; display:block; margin:0 auto 20px;"">
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","18","172311","0.0-5.2-0.2-2.2","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","334","
    <p style=""font-size:22px;"">Today you’ll learn just a small part of the language.</p> 
    <p style=""font-size:22px;"">You know that Taneg is quite different from English, so you’ll need to pay careful attention to how it works.</p>
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","19","173726","0.0-5.2-0.2-3.2","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","409","
    <p style=""font-size:22px;"">Be part of a bright future for Taneg! You don’t want its future to be like Drogek’s…</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-button-response","20","190831","0.0-5.2-1.2","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","16098","
        <p style=""font-size:22px;"">Select <strong>all</strong> statements that are true:</p>
        
        <div>
          <input type=""checkbox"" id=""opt0"" value=""Members of your family speak Taneg"">
          <label for=""opt0"" style=""font-size:20px;"">Members of your family speak Taneg</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt1"" value=""Barely any Tany people speak Taneg now"">
          <label for=""opt1"" style=""font-size:20px;"">Barely any Tany people speak Taneg now</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt2"" value=""Less than half the Tany population speaks Taneg regularly"">
          <label for=""opt2"" style=""font-size:20px;"">Less than half the Tany population speaks Taneg regularly</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt3"" value=""Everyone in the community also speaks English"">
          <label for=""opt3"" style=""font-size:20px;"">Everyone in the community also speaks English</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt4"" value=""You grew up speaking Taneg"">
          <label for=""opt4"" style=""font-size:20px;"">You grew up speaking Taneg</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt5"" value=""Taneg is quite similar to English"">
          <label for=""opt5"" style=""font-size:20px;"">Taneg is quite similar to English</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt6"" value=""Drogek is at risk of dying out"">
          <label for=""opt6"" style=""font-size:20px;"">Drogek is at risk of dying out</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt7"" value=""The best way to keep minority languages alive is by recording them for future generations"">
          <label for=""opt7"" style=""font-size:20px;"">The best way to keep minority languages alive is by recording them for future generations</label>
        </div>
      
        <br>
      ","0","info_comprehension","","","true","[""Members of your family speak Taneg"",""Less than half the Tany population speaks Taneg regularly"",""Everyone in the community also speaks English"",""Drogek is at risk of dying out""]","","","",""
"html-keyboard-response","21","201255","0.0-6.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","10425","<p style=""font-size:20px;"">That's right! Tany people all speak English, but 20% speak Taneg.</p><p style=""font-size:20px;"">Drogek, by contrast, is now barely spoken at all.</p><p style=""font-size:20px;""><i>Press any key to continue.</i></p>"," ","","","","","","","","",""
"html-keyboard-response","22","215711","0.0-7.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","13441","
       <p style=""font-size:24px;"">The following screens will introduce you to the language.</p>
       <p style=""font-size:20px;"">First you'll see pairs of words and images. Try to learn the words!</p>
       <p style=""font-size:20px;"">Later you’ll be asked to choose the correct word or image.</p>
       <p style=""font-size:20px;"">After that you'll move on to some more complex phrases</p>
       <p style=""font-size:20px;"">Finally you'll be asked to produce some Taneg yourself.</p>
      <p></p>
       <p style=""font-size:20px;""><i>Press any key to begin.</i></p>
    "," ","","","","","","","","",""
"image-keyboard-response","23","222735","0.0-8.0-0.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","null","img/Woman.png","null","exposure","","","","","false","","",""
"image-keyboard-response","24","229248","0.0-8.0-0.1","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","null","img/Man.png","null","exposure","","","","","false","","",""
"image-keyboard-response","25","235757","0.0-8.0-0.2","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","null","img/Sandwich.png","null","exposure","","","","","false","","",""
"image-keyboard-response","26","242269","0.0-8.0-0.3","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","null","img/Umbrella.png","null","exposure","","","","","false","","",""
"image-keyboard-response","27","248780","0.0-9.0-0.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","null","img/Umbrella.png","null","exposure","","","","","false","","",""
"image-keyboard-response","28","255297","0.0-9.0-0.1","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","null","img/Woman.png","null","exposure","","","","","false","","",""
"image-keyboard-response","29","261812","0.0-9.0-0.2","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","null","img/Man.png","null","exposure","","","","","false","","",""
"image-keyboard-response","30","268321","0.0-9.0-0.3","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","null","img/Sandwich.png","null","exposure","","","","","false","","",""
"html-keyboard-response","31","279071","0.0-10.0","6109eb08329f8084a5d35d03","6a42e2df51d202e3a70b4753","6a42ead3ec28a3b910d83d55","ImmersiveDrogek","ares944v71","0","2","","","","","","59332","","","","","","","",""," ","",""
